Hướng nhà,Hướng ban công,Loại tin,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường,Số Căn Hộ,Chủ Đầu Tư,Trạng Thái,Full_Address,Latitude,Longitude
,,Tin thường,"(160.538, 179.731]",178.0,7.1,4.0,2024-10-26,3.0,4.0,quận 8,61907.186544342505,,,cá nhân/môi giới,Đã bàn giao,", quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(141.346, 160.538]",160.0,38.0,23.8,2024-10-21,3.0,4.0,phú nhuận,272200.0,nguyễn văn trỗi,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn trỗi, phú nhuận, Hồ Chí Minh, Vietnam",10.796966,106.673308
,,Tin VIP Bạc,"(102.962, 122.154]",118.0,6.8,5.8,2024-10-16,2.0,2.0,tân phú,72900.0,sơn kỳ,,Công ty Cổ phần Gamuda Land Việt Nam,Đã bàn giao,"sơn kỳ, tân phú, Hồ Chí Minh, Vietnam",10.798689,106.617306
,,Tin VIP Bạc,"(26.192, 45.385]",33.0,3.13,9.5,2024-10-26,3.0,2.0,tân phú,90700.0,tân quý,,cá nhân/môi giới,Đã bàn giao,"tân quý, tân phú, Hồ Chí Minh, Vietnam",10.794419,106.623132
,,Tin thường,"(198.923, 218.115]",216.0,24.0,11.1,2024-10-26,8.0,8.0,tân phú,90700.0,trần quang cơ,,cá nhân/môi giới,Đã bàn giao,"trần quang cơ, tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
Tây - Nam,Đông - Bắc,Tin thường,"(141.346, 160.538]",143.0,9.8,6.9,2024-10-24,3.0,2.0,quận 7,80628.373015873,,276.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin VIP Bạc,"(45.385, 64.577]",64.0,5.5,8.6,2024-10-26,3.0,3.0,tân bình,75800.0,trần thái tông,,cá nhân/môi giới,Đã bàn giao,"trần thái tông, tân bình, Hồ Chí Minh, Vietnam",10.807819,106.663531
Đông - Nam,Đông - Nam,Tin thường,"(122.154, 141.346]",135.0,7.5,5.6,2024-10-17,3.0,4.0,quận 9,59327.65113974232,,609.0,Công ty CP Địa ốc Phú Long,Đã có sổ hồng,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,Đông - Nam,Tin thường,"(64.577, 83.769]",68.0,3.95,5.8,2024-10-18,2.0,2.0,bình thạnh,105035.10638297872,,,Công ty CP Tập đoàn Hưng Thịnh,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Nam,Nam,Tin thường,"(122.154, 141.346]",126.0,28.0,22.2,2024-10-24,3.0,3.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông - Nam,Tây - Bắc,Tin VIP Bạc,"(64.577, 83.769]",67.0,3.3,4.9,2024-10-26,2.0,2.0,quận 9,61450.0,võ chí công,1570.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,"võ chí công, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Bắc,Tây - Nam,Tin thường,"(141.346, 160.538]",147.0,10.2,6.9,2024-10-24,3.0,2.0,quận 7,129600.0,đường n,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(83.769, 102.962]",95.7,13.15,13.7,2024-10-18,3.0,2.0,quận 2,132000.0,võ nguyên giáp,2.0,Công ty CP Ðịa ốc Thảo Ðiền,Đang mở bán,"võ nguyên giáp, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",78.0,2.22,2.8,2024-10-26,2.0,2.0,quận 6,92683.33333333333,,,Novaland Group,Đã bàn giao,", quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
Đông - Nam,Tây - Bắc,Tin VIP Bạc,"(64.577, 83.769]",67.0,3.38,5.0,2024-10-26,2.0,2.0,quận 9,61450.0,võ chí công,1570.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,"võ chí công, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Tây - Bắc,Đông - Nam,Tin thường,"(64.577, 83.769]",76.0,8.0,10.5,2024-10-24,2.0,2.0,quận 7,80628.373015873,,182.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đang mở bán,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",76.0,2.32,3.1,2024-10-24,2.0,2.0,quận 1,267213.53383458644,,2178.0,Tập đoàn Hà Đô,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(64.577, 83.769]",70.0,4.1,5.9,2024-10-24,2.0,2.0,tân bình,128000.0,hồng hà,,Novaland Group,Tháng 11/2018,"hồng hà, tân bình, Hồ Chí Minh, Vietnam",10.785156,106.690831
,,Tin thường,"(64.577, 83.769]",78.0,3.5,4.5,2024-10-21,2.0,2.0,bình chánh,25803.571428571428,,,Công ty CP Tập đoàn Hưng Thịnh,Đã bàn giao,", bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin VIP Bạc,"(198.923, 218.115]",200.0,23.5,11.8,2024-10-23,2.0,2.0,quận 7,80628.373015873,,,cá nhân/môi giới,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(141.346, 160.538]",143.0,15.0,10.5,2024-10-22,4.0,4.0,quận 9,59327.65113974232,,,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đang cập nhật tiến độ,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(83.769, 102.962]",89.9,3.65,4.1,2024-10-22,4.0,4.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(26.192, 45.385]",27.0,1.6,5.9,2024-10-26,4.0,4.0,quận 7,129600.0,đường n,,Công ty CP Quốc Cường Gia Lai,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây - Nam,Tây - Nam,Tin VIP Bạc,"(64.577, 83.769]",75.0,4.8,6.4,2024-10-26,2.0,4.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty CP Địa ốc Phú Long,Đang mở bán,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
Tây - Bắc,Tây - Bắc,Tin thường,"(26.192, 45.385]",40.0,3.6,9.0,2024-10-24,2.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin VIP Bạc,"(45.385, 64.577]",51.0,3.5700000000000003,7.0,2024-10-24,2.0,2.0,quận 6,141700.0,hồng bàng,437.0,Đang cập nhật,14/8/2023: cất nóc,"hồng bàng, quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
,,Tin thường,"(83.769, 102.962]",88.8,6.8,7.7,2024-10-26,2.0,2.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đang cập nhật tiến độ,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Tây,,Tin thường,"(83.769, 102.962]",90.0,15.5,17.2,2024-10-14,4.0,3.0,bình tân,45781.513083048914,,,cá nhân/môi giới,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
Nam,Bắc,Tin VIP Bạc,"(64.577, 83.769]",72.0,5.0,6.9,2024-10-26,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty CP Địa ốc Phú Long,Đang mở bán,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(122.154, 141.346]",128.9,25.0,19.4,2024-10-22,4.0,6.0,quận 3,178200.0,bàn cờ,,cá nhân/môi giới,Đã bàn giao,"bàn cờ, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin thường,"(64.577, 83.769]",71.6,11.0,15.4,2024-10-19,4.0,6.0,phú nhuận,199600.0,phan đăng lưu,,cá nhân/môi giới,Đã bàn giao,"phan đăng lưu, phú nhuận, Hồ Chí Minh, Vietnam",10.803904,106.684516
,,Tin VIP Bạc,"(83.769, 102.962]",85.0,2.8,3.3,2024-10-26,2.0,2.0,bình chánh,23800.0,huỳnh bá chánh,,Đang cập nhật,Đang mở bán,"huỳnh bá chánh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Đông - Nam,,Tin thường,"(26.192, 45.385]",44.0,8.15,18.5,2024-10-22,3.0,3.0,bình thạnh,97200.0,hoàng hoa thám,,cá nhân/môi giới,Đã bàn giao,"hoàng hoa thám, bình thạnh, Hồ Chí Minh, Vietnam",10.795564,106.692826
,,Tin VIP Bạc,"(64.577, 83.769]",70.0,2.55,3.6,2024-10-26,2.0,2.0,quận 7,129600.0,đường n,1008.0,Công ty CP Tập đoàn Hưng Thịnh,"Tính đến 6/2021, dự án đang được hoàn thiện bên trong căn hộ","đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",80.0,10.5,13.1,2024-10-24,6.0,7.0,gò vấp,69700.0,dương quảng hàm,,cá nhân/môi giới,Đã bàn giao,"dương quảng hàm, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
,,Tin thường,"(45.385, 64.577]",63.0,12.0,19.0,2024-10-26,6.0,5.0,tân bình,175600.0,lạc long quân,,cá nhân/môi giới,Đã bàn giao,"lạc long quân, tân bình, Hồ Chí Minh, Vietnam",10.801616,106.651677
Đông - Bắc,Đông - Nam,Tin thường,"(102.962, 122.154]",113.0,10.3,9.1,2024-10-24,3.0,2.0,quận 7,80628.373015873,,981.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(83.769, 102.962]",91.4,6.0,6.6,2024-10-15,2.0,2.0,bình thạnh,179800.0,điện biên phủ,13000.0,Tập đoàn Vingroup,Đã bàn giao,"điện biên phủ, bình thạnh, Hồ Chí Minh, Vietnam",10.801532,106.714236
Đông - Bắc,,Tin thường,"(122.154, 141.346]",140.0,47.0,33.6,2024-10-26,2.0,2.0,bình thạnh,122300.0,đinh bộ lĩnh,,cá nhân/môi giới,Đã bàn giao,"đinh bộ lĩnh, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Đông - Bắc,Tây - Nam,Tin thường,"(83.769, 102.962]",98.0,6.25,6.4,2024-10-24,3.0,2.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(26.192, 45.385]",32.0,1.59,5.0,2024-10-26,2.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(64.577, 83.769]",69.0,2.22,3.2,2024-10-21,2.0,2.0,quận 4,246900.0,nguyễn tất thành,,Công ty CP Thương mại Địa ốc Việt (Vietcomreal),đã bàn giao,"nguyễn tất thành, quận 4, Hồ Chí Minh, Vietnam",10.760991,106.707458
Tây,Nam,Tin thường,"(122.154, 141.346]",130.0,12.0,9.2,2024-10-24,3.0,2.0,quận 7,129600.0,đường n,,Đang cập nhật,Đang cập nhật tiến độ,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(64.577, 83.769]",67.0,15.5,23.1,2024-10-17,3.0,2.0,quận 1,351700.0,pasteur,,cá nhân/môi giới,Đã bàn giao,"pasteur, quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Bắc,,Tin thường,"(45.385, 64.577]",55.0,4.85,8.8,2024-10-26,1.0,1.0,bình thạnh,145800.0,nguyễn văn thương,,Novaland Group,Đã bàn giao,"nguyễn văn thương, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(198.923, 218.115]",200.0,63.0,31.5,2024-10-26,1.0,1.0,bình thạnh,145800.0,nguyễn gia trí,,cá nhân/môi giới,Đã bàn giao,"nguyễn gia trí, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,Đông - Bắc,Tin thường,"(141.346, 160.538]",150.0,10.0,6.7,2024-10-24,3.0,2.0,quận 7,129600.0,đường n,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",103.0,0.98,1.0,2024-10-26,3.0,2.0,củ chi,9700.0,huỳnh văn cọ,,cá nhân/môi giới,Đã bàn giao,"huỳnh văn cọ, củ chi, Hồ Chí Minh, Vietnam",10.973198,106.494733
Bắc,,Tin thường,"(102.962, 122.154]",116.0,7.5,6.5,2024-10-27,4.0,3.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Tây - Bắc,,Tin thường,"(102.962, 122.154]",104.0,8.6,8.3,2024-10-21,4.0,5.0,bình chánh,37500.0,quốc lộ 1,,cá nhân/môi giới,Đã bàn giao,"quốc lộ 1, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(102.962, 122.154]",112.0,11.2,10.0,2024-10-19,4.0,4.0,quận 9,59327.65113974232,,,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Bàn giao năm 2017,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Bắc,,Tin VIP Bạc,"(64.577, 83.769]",68.0,6.2,9.1,2024-10-26,4.0,6.0,thủ đức,64800.0,hiệp bình,,cá nhân/môi giới,Đã bàn giao,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(141.346, 160.538]",148.0,13.0,8.8,2024-10-27,4.0,4.0,thủ đức,64800.0,hiệp bình,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đang cập nhật tiến độ,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(45.385, 64.577]",59.16,13.3,22.5,2024-10-26,10.0,10.0,quận 1,266000.0,nguyễn thái bình,,cá nhân/môi giới,Đã bàn giao,"nguyễn thái bình, quận 1, Hồ Chí Minh, Vietnam",10.768413,106.698852
Đông,Đông,Tin thường,"(26.192, 45.385]",41.0,7.9,19.3,2024-10-27,3.0,3.0,quận 3,190600.0,điện biên phủ,,cá nhân/môi giới,Đã bàn giao,"điện biên phủ, quận 3, Hồ Chí Minh, Vietnam",10.779891,106.687176
,,Tin thường,"(45.385, 64.577]",54.0,14.8,27.4,2024-10-26,2.0,2.0,phú nhuận,227600.0,hoàng văn thụ,,cá nhân/môi giới,Đã bàn giao,"hoàng văn thụ, phú nhuận, Hồ Chí Minh, Vietnam",10.801055,106.664486
,,Tin thường,"(179.731, 198.923]",183.0,15.0,8.2,2024-10-27,3.0,4.0,thủ đức,64800.0,hiệp bình,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đang cập nhật tiến độ,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(198.923, 218.115]",212.5,16.0,7.5,2024-10-27,3.0,4.0,thủ đức,64800.0,hiệp bình,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đang cập nhật tiến độ,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(141.346, 160.538]",160.0,85.0,53.1,2024-10-26,3.0,4.0,quận 1,389300.0,phạm hồng thái,,cá nhân/môi giới,Đã bàn giao,"phạm hồng thái, quận 1, Hồ Chí Minh, Vietnam",10.778697999999999,106.7023555
Bắc,Bắc,Tin thường,"(102.962, 122.154]",118.0,10.5,8.9,2024-10-27,6.0,6.0,bình tân,28400.0,"đường số 6, phường bình hưng hòa",,cá nhân/môi giới,Đã bàn giao,"đường số 6, phường bình hưng hòa, bình tân, Hồ Chí Minh, Vietnam",10.802834,106.606234
,,Tin thường,"(83.769, 102.962]",95.8,5.0,5.2,2024-10-17,2.0,2.0,tân phú,72900.0,sơn kỳ,,Công ty Cổ phần Gamuda Land Việt Nam,Đã bàn giao,"sơn kỳ, tân phú, Hồ Chí Minh, Vietnam",10.798689,106.617306
,,Tin thường,"(237.308, 256.5]",250.0,18.0,7.2,2024-10-27,5.0,4.0,thủ đức,64800.0,hiệp bình,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đang cập nhật tiến độ,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(45.385, 64.577]",56.25,14.5,25.8,2024-10-25,5.0,4.0,quận 5,189500.0,trần bình trọng,,cá nhân/môi giới,Đã bàn giao,"trần bình trọng, quận 5, Hồ Chí Minh, Vietnam",10.756226,106.666287
Tây - Nam,,Tin thường,"(141.346, 160.538]",143.5,26.5,18.5,2024-10-09,5.0,4.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(26.192, 45.385]",33.0,3.5,10.6,2024-10-20,3.0,3.0,quận 7,71700.0,lê văn lương,,cá nhân/môi giới,Đã bàn giao,"lê văn lương, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(198.923, 218.115]",212.5,16.0,7.5,2024-10-27,3.0,3.0,thủ đức,64800.0,hiệp bình,,Công ty CP Địa ốc Sài Gòn Thương Tín (TTC Land),Đang cập nhật tiến độ,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,Đông - Nam,Tin thường,"(64.577, 83.769]",65.0,2.5,3.8,2024-10-19,2.0,1.0,quận 9,59327.65113974232,,1720.0,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,3/2024: Đang bán tòa Hybrid,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(141.346, 160.538]",154.0,25.0,16.2,2024-10-23,4.0,3.0,quận 2,59327.65113974232,,,Công ty TNHH Keppel Land Việt Nam,"Đã bàn giao phân khu Linden, Tilia, Cove",", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(122.154, 141.346]",127.0,21.0,16.5,2024-10-23,3.0,2.0,quận 2,132000.0,mai chí thọ,,Công ty TNHH Keppel Land Việt Nam,"Đã bàn giao phân khu Linden, Tilia, Cove","mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông,Đông,Tin VIP Bạc,"(83.769, 102.962]",102.6,5.5,5.4,2024-10-26,2.0,2.0,quận 7,93150.0,huỳnh tấn phát,,cá nhân/môi giới,Đã bàn giao,"huỳnh tấn phát, quận 7, Hồ Chí Minh, Vietnam",10.736037,106.731316
,,Tin VIP Bạc,"(64.577, 83.769]",73.0,3.6,4.9,2024-10-26,2.0,2.0,quận 2,132000.0,mai chí thọ,1312.0,Novaland Group,Bàn giao tháng 3/2016,"mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(45.385, 64.577]",47.0,6.1,13.0,2024-10-26,2.0,2.0,gò vấp,80200.0,thống nhất,,cá nhân/môi giới,Đã bàn giao,"thống nhất, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
,,Tin thường,"(83.769, 102.962]",93.0,12.5,13.4,2024-10-11,2.0,2.0,quận 10,174500.0,tô hiến thành,,cá nhân/môi giới,Đã bàn giao,"tô hiến thành, quận 10, Hồ Chí Minh, Vietnam",10.77777,106.665768
Tây - Nam,Đông - Bắc,Tin VIP Bạc,"(64.577, 83.769]",80.0,3.99,5.0,2024-10-26,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty TNHH Keppel Land Việt Nam,Đang mở bán,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(102.962, 122.154]",103.0,23.9,23.2,2024-10-26,5.0,5.0,quận 1,409900.0,nguyễn trãi,,cá nhân/môi giới,Đã bàn giao,"nguyễn trãi, quận 1, Hồ Chí Minh, Vietnam",10.778697999999999,106.7023555
,,Tin VIP Bạc,"(237.308, 256.5]",240.0,8.4,3.5,2024-10-25,5.0,5.0,quận 9,45400.0,gò cát,,cá nhân/môi giới,Đã bàn giao,"gò cát, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(64.577, 83.769]",73.6,11.9,16.2,2024-10-17,5.0,5.0,quận 3,226800.0,nguyễn thiện thuật,,cá nhân/môi giới,Đã bàn giao,"nguyễn thiện thuật, quận 3, Hồ Chí Minh, Vietnam",10.766547,106.681825
,,Tin thường,"(45.385, 64.577]",50.0,3.5,7.0,2024-10-26,3.0,3.0,gò vấp,106600.0,nguyễn kiệm,,cá nhân/môi giới,Đã bàn giao,"nguyễn kiệm, gò vấp, Hồ Chí Minh, Vietnam",10.768947,106.696305
,,Tin thường,"(64.577, 83.769]",81.0,3.6,4.4,2024-10-20,3.0,3.0,quận 9,45400.0,bưng ông thoàn,,Công ty CP Đầu tư Thương mại Dịch vụ Địa ôc Thái Dương,Sắp mở bán,"bưng ông thoàn, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Bắc,Tây - Nam,Tin thường,"(45.385, 64.577]",52.8,1.9,3.6,2024-10-26,2.0,2.0,quận 2,66200.0,nguyễn thị định,675.0,Công ty Cổ phần Kiến Á,Đang mở bán,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Bắc,Tây - Nam,Tin thường,"(102.962, 122.154]",103.0,9.5,9.2,2024-10-18,2.0,2.0,bình thạnh,113400.0,ngô tất tố,917.0,Công Ty Cổ phần Phát triển Bất động sản Refico,Đã bàn giao,"ngô tất tố, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(45.385, 64.577]",48.8,8.9,18.2,2024-10-26,4.0,5.0,quận 1,115400.0,nguyễn văn nguyễn,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn nguyễn, quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(83.769, 102.962]",102.0,23.0,22.5,2024-10-22,7.0,9.0,quận 10,176500.0,thành thái,,cá nhân/môi giới,Đã bàn giao,"thành thái, quận 10, Hồ Chí Minh, Vietnam",10.754936,106.67939
,,Tin thường,"(83.769, 102.962]",102.0,17.8,17.5,2024-10-24,7.0,9.0,quận 10,204800.0,cao thắng,,cá nhân/môi giới,Đã bàn giao,"cao thắng, quận 10, Hồ Chí Minh, Vietnam",10.768893,106.683179
,,Tin VIP Bạc,"(83.769, 102.962]",85.0,21.0,24.7,2024-10-21,3.0,3.0,phú nhuận,155500.0,cù lao,,cá nhân/môi giới,Đã bàn giao,"cù lao, phú nhuận, Hồ Chí Minh, Vietnam",10.807248,106.661861
,,Tin thường,"(83.769, 102.962]",85.0,5.6,6.6,2024-10-17,3.0,1.0,phú nhuận,128000.0,hồng hà,399.0,Novaland Group,Đã bàn giao,"hồng hà, phú nhuận, Hồ Chí Minh, Vietnam",10.785156,106.690831
Tây - Bắc,Đông - Nam,Tin thường,"(141.346, 160.538]",156.29,23.0,14.7,2024-10-22,3.0,3.0,quận 2,50200.0,bát nàn,,Đang cập nhật,Đã bàn giao,"bát nàn, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin VIP Bạc,"(102.962, 122.154]",122.0,7.4,6.1,2024-10-26,4.0,4.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin VIP Bạc,"(102.962, 122.154]",105.0,12.35,11.8,2024-10-26,6.0,6.0,tân phú,90700.0,tân quý,,cá nhân/môi giới,Đã bàn giao,"tân quý, tân phú, Hồ Chí Minh, Vietnam",10.794419,106.623132
Tây - Bắc,Đông - Nam,Tin thường,"(45.385, 64.577]",51.23,9.5,18.5,2024-10-22,1.0,1.0,quận 1,307400.0,nguyễn đình chiểu,,Tập đoàn Hongkong Land,Còn 155 căn hàng CĐT,"nguyễn đình chiểu, quận 1, Hồ Chí Minh, Vietnam",10.788282,106.699435
Bắc,Nam,Tin VIP Bạc,"(64.577, 83.769]",69.9,4.95,7.1,2024-10-26,2.0,2.0,quận 10,200800.0,lý thường kiệt,,Công ty CP Đầu tư xây dựng Phú Sơn Thuận,Đã bàn giao,"lý thường kiệt, quận 10, Hồ Chí Minh, Vietnam",10.759828,106.661257
,,Tin thường,"(64.577, 83.769]",65.0,6.6,10.2,2024-10-26,5.0,6.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Tây - Bắc,Đông - Nam,Tin thường,"(45.385, 64.577]",51.23,8.5,16.6,2024-10-22,1.0,1.0,quận 1,307400.0,nguyễn đình chiểu,,Tập đoàn Hongkong Land,Còn 155 căn hàng CĐT,"nguyễn đình chiểu, quận 1, Hồ Chí Minh, Vietnam",10.788282,106.699435
