Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,"45,48 tỷ","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",,150 m²,5 phòng,4 phòng,17/10/2024,150 m²,"45,48 tỷ",Đông - Nam,Đông - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41064126,Kita Capital Ciputra,Đang cập nhật tiến độ,Kita Group,,Kita Group,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
,26 tỷ,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",,120 m²,,,18/10/2024,120 m²,26 tỷ,,,18/10/2024,28/10/2024,Tin thường,41250526,,,,,,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội"
,"6,7 tỷ","Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,133 m²,3 phòng,2 phòng,10/10/2024,133 m²,"6,7 tỷ",Nam,Bắc,10/10/2024,20/10/2024,Tin thường,40837325,Dolphin Plaza,Đang cập nhật tiến độ,Công ty CP TID,,Công ty CP TID,"Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
,20 tỷ,"Đường Hùng Vương, Phường 10, Đà Lạt, Lâm Đồng",,316 m²,5 phòng,,18/10/2024,316 m²,20 tỷ,,,18/10/2024,28/10/2024,Tin thường,40738216,,,,,,"Đường Hùng Vương, Phường 10, Đà Lạt, Lâm Đồng"
,"4,6 tỷ","Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,85 m²,2 phòng,2 phòng,13/10/2024,85 m²,"4,6 tỷ",,,13/10/2024,23/10/2024,Tin VIP Kim Cương,41196623,Celadon City,Dự kiến 11/2022 bàn giao phân khu Diamond,Công ty Cổ phần Gamuda Land Việt Nam,,Công ty Cổ phần Gamuda Land Việt Nam,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,45 tỷ,"Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",,75 m²,7 phòng,7 phòng,18/10/2024,75 m²,45 tỷ,,,18/10/2024,28/10/2024,Tin thường,41246655,,,,,,"Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội"
,182 tỷ,"Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng",,800 m²,,,19/10/2024,800 m²,182 tỷ,,,19/10/2024,29/10/2024,Tin thường,40950052,,,,,,"Đường Lê Hồng Phong, Phường Đông Khê, Ngô Quyền, Hải Phòng"
,98 triệu/m²,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",,70 m²,3 phòng,4 phòng,13/10/2024,70 m²,98 triệu/m²,,,13/10/2024,23/10/2024,Tin thường,40403406,,,,,,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh"
,"9,8 tỷ","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,91 m²,,,15/10/2024,91 m²,"9,8 tỷ",Tây - Bắc,,15/10/2024,22/10/2024,Tin VIP Kim Cương,40346772,The Empire - Vinhomes Ocean Park 2,Đã bàn giao 1000 căn,36 – 90 m²,5,Tập đoàn Vingroup,"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên"
,"3,16 tỷ","Res Green Tower, Thoại Ngọc Hầu, Hòa Thạnh, Tân Phú, Hồ Chí Minh",,52 m²,2 phòng,1 phòng,18/10/2024,52 m²,"3,16 tỷ",,,18/10/2024,28/10/2024,Tin thường,40923557,Res Green Tower,Đã bàn giao,52-140 m²,272,Công ty CP Địa Ốc 11,"Res Green Tower, Thoại Ngọc Hầu, Hòa Thạnh, Tân Phú, Hồ Chí Minh"
,"9,19 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",,84 m²,2 phòng,2 phòng,13/10/2024,84 m²,"9,19 tỷ",,,13/10/2024,23/10/2024,Tin thường,41196708,,,,,,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh"
,"2,96 tỷ","Đường Ngô Quyền, Phường 9, Quận 5, Hồ Chí Minh",,79 m²,2 phòng,2 phòng,19/10/2024,79 m²,"2,96 tỷ",,,19/10/2024,29/10/2024,Tin thường,41257253,,,,,,"Đường Ngô Quyền, Phường 9, Quận 5, Hồ Chí Minh"
,Thỏa thuận,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội.",,72 m²,4 phòng,3 phòng,17/10/2024,72 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,40623333,Viha Complex,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội."
,"12,9 tỷ","Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",,80 m²,,,18/10/2024,80 m²,"12,9 tỷ",,,18/10/2024,28/10/2024,Tin thường,41095473,,,,,,"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh"
,"9,3 tỷ","Đường Nguyễn Văn Cừ, Phường Lộc Sơn, Bảo Lộc, Lâm Đồng",,186 m²,4 phòng,2 phòng,18/10/2024,186 m²,"9,3 tỷ",,,18/10/2024,28/10/2024,Tin thường,41082650,,,,,,"Đường Nguyễn Văn Cừ, Phường Lộc Sơn, Bảo Lộc, Lâm Đồng"
,62 triệu/m²,"Phố Trung Lực, Phường Đằng Lâm, Hải An, Hải Phòng",,81 m²,,,13/10/2024,81 m²,62 triệu/m²,Nam,,13/10/2024,23/10/2024,Tin thường,39574637,,,,,,"Phố Trung Lực, Phường Đằng Lâm, Hải An, Hải Phòng"
,3 tỷ,"Dự án Vega Polaris, Đường 3/2, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",,45 m²,1 phòng,1 phòng,17/10/2024,45 m²,3 tỷ,Đông - Bắc,Đông - Bắc,17/10/2024,24/10/2024,Tin VIP Kim Cương,41241474,Vega Polaris,Đang cập nhật tiến độ,45-102 m²,539,Đang cập nhật,"Dự án Vega Polaris, Đường 3/2, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu"
,51 tỷ,"Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Hồ Chí Minh",,88 m²,,,18/10/2024,88 m²,51 tỷ,,,18/10/2024,28/10/2024,Tin thường,41254727,,,,,,"Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Hồ Chí Minh"
,"8,4 tỷ","Diamond Alnata Plus - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,164 m²,3 phòng,3 phòng,16/10/2024,164 m²,"8,4 tỷ",Đông - Bắc,Đông - Bắc,16/10/2024,15/11/2024,Tin thường,41228747,Diamond Alnata Plus - Celadon City,Đã bàn giao,73-230 m²,546,Công ty Cổ phần Gamuda Land Việt Nam,"Diamond Alnata Plus - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,"8,1 tỷ","Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",,123 m²,3 phòng,2 phòng,19/10/2024,123 m²,"8,1 tỷ",,,19/10/2024,29/10/2024,Tin thường,41133702,Khu đô thị Nam Thăng Long - Ciputra,Đã bàn giao,50,Công ty TNHH phát triển khu đô thị Nam Thăng Long,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
,"7,6 tỷ","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,54 m²,4 phòng,3 phòng,15/10/2024,54 m²,"7,6 tỷ",Đông - Nam,Đông - Nam,15/10/2024,22/10/2024,Tin VIP Kim Cương,41218710,The Crown - Vinhomes Ocean Park 3,Đang mở bán,10,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
,250 triệu/m²,"Dự án The OpusK Residence, Phố Lương Định Của, Phường An Khánh, Quận 2, Hồ Chí Minh",,88 m²,2 phòng,,18/10/2024,88 m²,250 triệu/m²,,,18/10/2024,28/10/2024,Tin thường,40955640,The OpusK Residence,Mở bán đợt 1: 13/11/2022,55-144 m²,300,Đang cập nhật,"Dự án The OpusK Residence, Phố Lương Định Của, Phường An Khánh, Quận 2, Hồ Chí Minh"
,"4,35 tỷ","Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",,72 m²,2 phòng,2 phòng,14/10/2024,72 m²,"4,35 tỷ",,,14/10/2024,29/10/2024,Tin VIP Kim Cương,37347305,Eco Green Sài Gòn,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1",44-95 m²,4.000,Công ty CP Đầu tư và Xây dựng Xuân Mai,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
,"5,5 tỷ","Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",,40 m²,,,19/10/2024,40 m²,"5,5 tỷ",,,19/10/2024,29/10/2024,Tin thường,40517443,,,,,,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội"
,35 tỷ,"Đường 5, Phường Thảo Điền, Thủ Đức, Hồ Chí Minh",,229 m²,,,18/10/2024,229 m²,35 tỷ,,,18/10/2024,28/10/2024,Tin thường,41250524,,,,,,"Đường 5, Phường Thảo Điền, Thủ Đức, Hồ Chí Minh"
,"2,1 tỷ","Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",,75 m²,3 phòng,2 phòng,17/10/2024,75 m²,"2,1 tỷ",,,17/10/2024,27/10/2024,Tin VIP Kim Cương,41240633,Dream Home Palace,đã bàn giao,51-80 m²,952,Công ty TNHH Nhà Mơ,"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh"
,4 tỷ,"Orchard Hill - Sycamore, Hùng Vương, Phú Mỹ, Thủ Dầu Một, Bình Dương",,100 m²,3 phòng,3 phòng,19/10/2024,100 m²,4 tỷ,,,19/10/2024,29/10/2024,Tin thường,41257329,Orchard Hill - Sycamore,Dự kiến bàn giao Quý IV/2026,774,CapitaLand Development (Việt Nam),CapitaLand Development (Việt Nam),"Orchard Hill - Sycamore, Hùng Vương, Phú Mỹ, Thủ Dầu Một, Bình Dương"
,"15,8 tỷ","Sanctuary Hồ Tràm, Ven Biển, Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu",,288 m²,3 phòng,3 phòng,09/10/2024,288 m²,"15,8 tỷ",Đông - Bắc,Đông - Bắc,09/10/2024,24/10/2024,Tin thường,41158335,Sanctuary Hồ Tràm,Đang cập nhật tiến độ,Đang cập nhật,,Đang cập nhật,"Sanctuary Hồ Tràm, Ven Biển, Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu"
,"3,1 tỷ","Dự án A La Carte Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh",,"47,9 m²",1 phòng,1 phòng,22/09/2024,"47,9 m²","3,1 tỷ",,,22/09/2024,22/10/2024,Tin thường,40059076,A La Carte Hạ Long Bay,Mở bán đợt cuối 300 căn,Đang cập nhật,,Đang cập nhật,"Dự án A La Carte Hạ Long Bay, Thành phố Hạ Long, Quảng Ninh"
,"16,2 tỷ","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,108 m²,5 phòng,5 phòng,17/10/2024,108 m²,"16,2 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40479148,Sun Symphony Residence,Đang cập nhật tiến độ,1.373,3,Tập đoàn Sun Group,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"3,53 tỷ","Man Thiện, Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",,58 m²,,,18/10/2024,58 m²,"3,53 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250521,Chung cư Man Thiện,Đang cập nhật tiến độ,Công ty Phát triển Nhà đất Quận 9,,Công ty Phát triển Nhà đất Quận 9,"Man Thiện, Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh"
,"6,4 tỷ","Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,115 m²,3 phòng,2 phòng,15/10/2024,115 m²,"6,4 tỷ",,,15/10/2024,25/10/2024,Tin thường,40263146,Stellar Garden,Đã bàn giao,322,2,Đang cập nhật,"Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
,8 tỷ,"Đường Kinh Dương Vương, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",,"90,2 m²",2 phòng,3 phòng,10/10/2024,"90,2 m²",8 tỷ,Tây - Bắc,Tây - Bắc,10/10/2024,20/10/2024,Tin thường,41173263,,,,,,"Đường Kinh Dương Vương, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh"
,45 tỷ,"Dự án Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",,140 m²,4 phòng,4 phòng,17/10/2024,140 m²,45 tỷ,Đông - Bắc,Tây - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41240377,Kita Capital Ciputra,Đang cập nhật tiến độ,Kita Group,,Kita Group,"Dự án Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội"
,"3,5 tỷ","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",,61 m²,3 phòng,2 phòng,18/10/2024,61 m²,"3,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250060,,,,,,"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội"
,"29,8 tỷ","Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",,115 m²,9 phòng,10 phòng,11/10/2024,115 m²,"29,8 tỷ",,,11/10/2024,26/10/2024,Tin thường,41179702,,,,,,"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh"
,"3,5 tỷ","Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",,30 m²,,,10/10/2024,30 m²,"3,5 tỷ",,,10/10/2024,25/10/2024,Tin thường,41168868,,,,,,"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội"
,"2,6 tỷ","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,52 m²,2 phòng,1 phòng,17/10/2024,52 m²,"2,6 tỷ",Đông - Nam,Tây - Nam,17/10/2024,01/11/2024,Tin VIP Kim Cương,40921636,Vinhomes Grand Park,Đang mở bán,71,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
,"7,48 tỷ","Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",,52 m²,4 phòng,4 phòng,18/10/2024,52 m²,"7,48 tỷ",Tây,Tây,18/10/2024,28/10/2024,Tin thường,41250520,,,,,,"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh"
,"8,4 tỷ","Ngõ 548, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",,60 m²,,,15/10/2024,60 m²,"8,4 tỷ",,,15/10/2024,25/10/2024,Tin thường,40972541,,,,,,"Ngõ 548, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội"
,Thỏa thuận,"Dự án The Sparks, Phường Dương Nội, Hà Đông, Hà Nội",,107 m²,3 phòng,2 phòng,09/10/2024,107 m²,Thỏa thuận,,,09/10/2024,19/10/2024,Tin thường,41158558,The Sparks,Bàn giao năm 2013,14,Công ty CP Tập đoàn Nam Cường Hà Nội,Công ty CP Tập đoàn Nam Cường Hà Nội,"Dự án The Sparks, Phường Dương Nội, Hà Đông, Hà Nội"
,"3,89 tỷ","Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",,74 m²,2 phòng,2 phòng,14/10/2024,74 m²,"3,89 tỷ",Tây - Bắc,Đông - Nam,14/10/2024,21/10/2024,Tin VIP Kim Cương,41197545,The Zenpark,"Đã bàn giao 3 tòa R1.02, R1.03, R1.05",4,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội"
,91 tỷ,"Đường Tô Hiệu, Phường Hồ Nam, Lê Chân, Hải Phòng",,320 m²,,,19/10/2024,320 m²,91 tỷ,,,19/10/2024,29/10/2024,Tin thường,40949896,,,,,,"Đường Tô Hiệu, Phường Hồ Nam, Lê Chân, Hải Phòng"
,"7,99 tỷ","Hẻm 1/, Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",,103 m²,11 phòng,11 phòng,13/10/2024,103 m²,"7,99 tỷ",,,13/10/2024,23/10/2024,Tin thường,39029972,,,,,,"Hẻm 1/, Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh"
,"7,5 tỷ","Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",,108 m²,4 phòng,4 phòng,18/10/2024,108 m²,"7,5 tỷ",Tây - Nam,,18/10/2024,28/10/2024,Tin thường,40776801,Khu đô thị Vĩnh Điềm Trung,đã bàn giao,Công ty CP đầu tư VCN,,Công ty CP đầu tư VCN,"Dự án Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa"
,"17,3 tỷ","Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",,50 m²,4 phòng,4 phòng,17/10/2024,50 m²,"17,3 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,41239912,,,,,,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội"
,"8,49 tỷ","Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",,70 m²,4 phòng,5 phòng,11/10/2024,70 m²,"8,49 tỷ",,,11/10/2024,21/10/2024,Tin thường,40743040,,,,,,"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh"
,160 tỷ,"Đường Khổng Tử, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",,1.549 m²,6 phòng,6 phòng,12/10/2024,1.549 m²,160 tỷ,,,12/10/2024,22/10/2024,Tin thường,40059668,,,,,,"Đường Khổng Tử, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
,"3,3 tỷ","Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,52 m²,2 phòng,1 phòng,15/10/2024,52 m²,"3,3 tỷ",Đông,Tây,15/10/2024,25/10/2024,Tin thường,41213750,,,,,,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
,"2,1 tỷ","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,"30,3 m²",1 phòng,1 phòng,10/10/2024,"30,3 m²","2,1 tỷ",,,10/10/2024,25/10/2024,Tin thường,39678258,Masteri West Heights,10/2023: đã bàn giao tòa đầu tiên,27-127 m²,3.599,Masterise Homes,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
,25 tỷ,"Dự án Angsana Residences Hồ Tràm, Huyện Xuyên Mộc, Bà Rịa Vũng Tàu",,392 m²,3 phòng,3 phòng,07/10/2024,392 m²,25 tỷ,Đông - Bắc,Đông - Bắc,07/10/2024,06/11/2024,Tin thường,40018358,Angsana Residences Hồ Tràm,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án Angsana Residences Hồ Tràm, Huyện Xuyên Mộc, Bà Rịa Vũng Tàu"
,Thỏa thuận,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",,68 m²,2 phòng,2 phòng,17/10/2024,68 m²,Thỏa thuận,,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40797341,Hà Nội Melody Residences,Đang mở bán,68-147 m²,2.000,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
,79 triệu/m²,"Phường Đằng Giang, Ngô Quyền, Hải Phòng",,40 m²,,,16/10/2024,40 m²,79 triệu/m²,,,16/10/2024,26/10/2024,Tin thường,41225722,,,,,,"Phường Đằng Giang, Ngô Quyền, Hải Phòng"
,"1,86 tỷ","Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",,35 m²,1 phòng,1 phòng,11/10/2024,35 m²,"1,86 tỷ",,,11/10/2024,21/10/2024,Tin thường,40481167,Sky Center,Đã bàn giao,495,4,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
,"45,5 triệu/m²","Thôn Đại Tảo, Xã Đại Thành, Quốc Oai, Hà Nội",,74 m²,,,18/10/2024,74 m²,"45,5 triệu/m²",Tây - Bắc,,18/10/2024,28/10/2024,Tin thường,41017254,,,,,,"Thôn Đại Tảo, Xã Đại Thành, Quốc Oai, Hà Nội"
,"2,3 tỷ","Đường Mười Thứ, Xã Đức Hoà Hạ, Đức Hòa, Long An",,108 m²,3 phòng,3 phòng,19/10/2024,108 m²,"2,3 tỷ",,,19/10/2024,29/10/2024,Tin thường,39990472,,,,,,"Đường Mười Thứ, Xã Đức Hoà Hạ, Đức Hòa, Long An"
,"5,3 tỷ","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",,35 m²,,,18/10/2024,35 m²,"5,3 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250519,,,,,,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội"
,"4,35 tỷ","Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",,72 m²,2 phòng,2 phòng,14/10/2024,72 m²,"4,35 tỷ",,,14/10/2024,29/10/2024,Tin VIP Kim Cương,37347305,Eco Green Sài Gòn,"30/8/2022: động thổ xây 1300 căn NOXH, phân khu MR1",44-95 m²,4.000,Công ty CP Đầu tư và Xây dựng Xuân Mai,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
,"7,35 tỷ","Dự án Bình Hòa, Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",,53 m²,2 phòng,2 phòng,19/10/2024,53 m²,"7,35 tỷ",,,19/10/2024,29/10/2024,Tin thường,39901541,Khu dân cư Bình Hòa,Đang cập nhật tiến độ,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,,Công ty CP Đầu tư Địa ốc Vạn Phúc - Dai Phuc Group,"Dự án Bình Hòa, Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh"
,"2,55 tỷ","Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội",,70 m²,2 phòng,2 phòng,17/10/2024,70 m²,"2,55 tỷ",,,17/10/2024,27/10/2024,Tin thường,41237999,Khu đô thị Thanh Hà Mường Thanh,Đã bàn giao,Tập đoàn Mường Thanh,,Tập đoàn Mường Thanh,"Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội"
,"2,1 tỷ","Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh",,75 m²,3 phòng,2 phòng,17/10/2024,75 m²,"2,1 tỷ",,,17/10/2024,27/10/2024,Tin VIP Kim Cương,41240633,Dream Home Palace,đã bàn giao,51-80 m²,952,Công ty TNHH Nhà Mơ,"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh"
,"3,8 tỷ","Võ Chí Công, Phú Thượng, Tây Hồ, Hà Nội",,"66,6 m²",2 phòng,2 phòng,19/10/2024,"66,6 m²","3,8 tỷ",,Tây,19/10/2024,29/10/2024,Tin thường,41141535,,,,,,"Võ Chí Công, Phú Thượng, Tây Hồ, Hà Nội"
,"20,8 tỷ","Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,60 m²,,,16/10/2024,60 m²,"20,8 tỷ",,,16/10/2024,26/10/2024,Tin thường,41225225,,,,,,"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
,"3,35 tỷ","Xã Phước Lợi, Huyện Bến Lức, Long An",,"223,5 m²",,,16/10/2024,"223,5 m²","3,35 tỷ",Tây,,16/10/2024,26/10/2024,Tin thường,41044533,,,,,,"Xã Phước Lợi, Huyện Bến Lức, Long An"
,"16,2 tỷ","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",,108 m²,5 phòng,5 phòng,17/10/2024,108 m²,"16,2 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40479148,Sun Symphony Residence,Đang cập nhật tiến độ,1.373,3,Tập đoàn Sun Group,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
,"7,77 tỷ","Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",,75 m²,,,18/10/2024,75 m²,"7,77 tỷ",,,18/10/2024,28/10/2024,Tin thường,41246174,,,,,,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
,45 tỷ,"Dự án Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",,140 m²,4 phòng,4 phòng,17/10/2024,140 m²,45 tỷ,Đông - Bắc,Tây - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41240377,Kita Capital Ciputra,Đang cập nhật tiến độ,Kita Group,,Kita Group,"Dự án Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội"
,"14,5 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,175 m²,16 phòng,16 phòng,19/10/2024,175 m²,"14,5 tỷ",,,19/10/2024,29/10/2024,Tin thường,40951968,,,,,,"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
